Pubmed ID,Temperature,Diet,Details,Wild type lifespan (days),Gene 1,Intervention on gene 1,Gene 1 single mutant lifespan (days),"Gene(s) 2(,3)","Intervention(s) on gene 2(,3)","Gene(s) 2(,3) mutant lifespan (days)","Double (triple) mutant (genes 1,2,(3)) lifespan (days)",Phenotype description,Organism
20952811,20,NGM; OP50,"All lifespan assays were performed using 85-125 animals for each genotype per assay at 20°C on NGM plates seeded with OP50 bacteria. Adults were transferred to fresh plates every alternate day during the fertile period, and later when necessary. Adults were counted as dead when they failed to respond to repeated head and tail prodding.",15.9,oga-1,ok1207,20.9,atk-1,mg144,11.5,19.8,The combination of akt-1(mg144) gain-of-function mutant alleles with the long-lived oga-1(ok1207) allele failed to suppress the lifespan extension associated with the oga-1 mutant. akt-1(mg144) gain-of-function mutant lifespans are shorter than that of wild type.,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. For lifespan assays that involved the glp-1 genetic background, eggs were incubated at 20°C for 26 h, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood (72 h later) for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased.",21.6,glp-1,e2141ts,31,nhr-49,nr2041,14.4,14.1,,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. For lifespans with daf-2 mutants, worms were grown at 15°C till L4 stage and then transferred to 20°C for life.",16.9,daf-2,e1368,30.6,nhr-49,nr2041,10.7,29.5,nhr-49 mutation had no impact on the extended lifespan of daf-2(e1368) mutants in two of three independent trials and caused a small suppression in longevity in the third.,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. For lifespans with daf-2 mutants, worms were grown at 15°C till L4 stage and then transferred to 20°C for life.",22.5,daf-2,e1368,28.8,nhr-49,nr2041,12.2,26.8,nhr-49 mutation had no impact on the extended lifespan of daf-2(e1368) mutants in two of three independent trials and caused a small suppression in longevity in the third.,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. For lifespans with daf-2 mutants, worms were grown at 15°C till L4 stage and then transferred to 20°C for life.",22.5,daf-2,e1368,24.4,nhr-49,nr2041,9.5,21.2,nhr-49 mutation had no impact on the extended lifespan of daf-2(e1368) mutants in two of three independent trials and caused a small suppression in longevity in the third.,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. For lifespans with daf-2 mutants, worms were grown at 15°C till L4 stage and then transferred to 20°C for life.",16.9,daf-2,e1370,43,nhr-49,nr2041,10.7,42.4,nhr-49 mutation had no impact on the extended lifespan of daf-2(e1370) mutants in two of three independent trials and caused a small suppression in longevity in the third.,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. For lifespans with daf-2 mutants, worms were grown at 15°C till L4 stage and then transferred to 20°C for life.",22.5,daf-2,e1370,43.8,nhr-49,nr2041,12.2,49.2,nhr-49 mutation had no impact on the extended lifespan of daf-2(e1370) mutants in two of three independent trials and caused a small suppression in longevity in the third.,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. For lifespans with daf-2 mutants, worms were grown at 15°C till L4 stage and then transferred to 20°C for life.",17.9,daf-2,e1370,40.6,nhr-49,nr2041,9.5,34.3,nhr-49 mutation had no impact on the extended lifespan of daf-2(e1370) mutants in two of three independent trials and caused a small suppression in longevity in the third.,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. All lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased.",16.9,nhr-49,nr2041,11.6,cyc-1,RNAi,19.6,14.8,,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. For lifespan assays that involved the glp-1 genetic background, eggs were incubated at 20°C for 26 h, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood (72 h later) for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased.",21.6,glp-1,e2141ts,31,nhr-49,nr2041,,14.1,,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. For lifespan assays that involved the glp-1 genetic background, eggs were incubated at 20°C for 26 h, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood (72 h later) for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased.",21.6,glp-1,e2141ts,31,nhr-49,OE,,35.3,nhr-49 overexpression in glp-1 mutants caused a small additional increment in their longevity.,6239
25474470,20,,"All strains were maintained by standard techniques at 20°C. All lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased.",18.5,nhr-49,OE,24.9,daf-16,mu86,15.6,17.4,nhr-49 overexpression in daf-16 mutants caused a small additional increment in their longevity.,6239
25474470,20,OP50,"All strains were maintained by standard techniques at 20°C. All lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased. For whole-life RNAi experiments, worms were exposed to RNAi clones from hatching by transferring eggs to RNAi plates. For adult-only RNAi lifespans, the worms were grown on E. coli OP50 till day 0 and then transferred to freshly-seeded RNAi plates for the rest of adulthood.",20.3,nhr-49,OE,21.6,daf-16,RNAi,,11.8,,6239
25474470,20,OP50,"All strains were maintained by standard techniques at 20°C. All lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased. For whole-life RNAi experiments, worms were exposed to RNAi clones from hatching by transferring eggs to RNAi plates. For adult-only RNAi lifespans, the worms were grown on E. coli OP50 till day 0 and then transferred to freshly-seeded RNAi plates for the rest of adulthood.",20.3,nhr-49,OE,21.6,tcer-1,RNAi,,14.1,nhr-49 overexpression in tcer-1 mutants caused a small additional increment in their longevity.,6239
25474470,20,OP50,"All strains were maintained by standard techniques at 20°C. All lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased. For whole-life RNAi experiments, worms were exposed to RNAi clones from hatching by transferring eggs to RNAi plates. For adult-only RNAi lifespans, the worms were grown on E. coli OP50 till day 0 and then transferred to freshly-seeded RNAi plates for the rest of adulthood.",17,nhr-49,nr2041,12.9,daf-2,RNAi,34.6,25,,6239
25474470,20,OP50,"All strains were maintained by standard techniques at 20°C. All lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased. For whole-life RNAi experiments, worms were exposed to RNAi clones from hatching by transferring eggs to RNAi plates. For adult-only RNAi lifespans, the worms were grown on E. coli OP50 till day 0 and then transferred to freshly-seeded RNAi plates for the rest of adulthood.",17,nhr-49,nr2041,12.9,cyc-1,RNAi,30.7,14.8,,6239
25474470,20,OP50,"All strains were maintained by standard techniques at 20°C. All lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased. For whole-life RNAi experiments, worms were exposed to RNAi clones from hatching by transferring eggs to RNAi plates. For adult-only RNAi lifespans, the worms were grown on E. coli OP50 till day 0 and then transferred to freshly-seeded RNAi plates for the rest of adulthood.",17,nhr-49,nr2041,12.9,cco-1,RNAi,28.3,19.4,,6239
25474470,20,OP50,"All strains were maintained by standard techniques at 20°C. All lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased. For whole-life RNAi experiments, worms were exposed to RNAi clones from hatching by transferring eggs to RNAi plates. For adult-only RNAi lifespans, the worms were grown on E. coli OP50 till day 0 and then transferred to freshly-seeded RNAi plates for the rest of adulthood.",16.9,nhr-49,nr2041,11.6,daf-2,RNAi,27.9,28,,6239
25474470,20,OP50,"All strains were maintained by standard techniques at 20°C. All lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased. For whole-life RNAi experiments, worms were exposed to RNAi clones from hatching by transferring eggs to RNAi plates. For adult-only RNAi lifespans, the worms were grown on E. coli OP50 till day 0 and then transferred to freshly-seeded RNAi plates for the rest of adulthood.",16.9,nhr-49,nr2041,11.6,cyc-1,RNAi,19.6,14.8,,6239
25474470,20,OP50,"All strains were maintained by standard techniques at 20°C. All lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood. Fertile strains were transferred every other day to fresh plates until progeny production ceased. For whole-life RNAi experiments, worms were exposed to RNAi clones from hatching by transferring eggs to RNAi plates. For adult-only RNAi lifespans, the worms were grown on E. coli OP50 till day 0 and then transferred to freshly-seeded RNAi plates for the rest of adulthood.",16.9,nhr-49,nr2041,11.6,cco-1,RNAi,21,14.1,,6239
24855942,20,HT115,Lifespan analyses were performed at 20  C and were repeated 2 to 4 times. 100 to 120 animals were used per condition and scored every second day. Lifespans were performed on HT115.,22.3,osm-9,ky10,23,ocr-2,ak47,23,28.7,Loss of both osm-9 and ocr-2 resulted in a robust extension of lifespan up to 32% compared to control animals.,6239
24855942,20,HT115,Lifespan analyses were performed at 20  C and were repeated 2 to 4 times. 100 to 120 animals were used per condition and scored every second day. Lifespans were performed on HT115.,17.47,osm-9; ocr-2,ky10;ak47,26,tax-6,RNAi,26,23.45,"Inactivating tax-6, which extends lifespan in wild-type animals, did not further increase the lifespan of the TRPV mutants.",6239
18832074,23,NGM; IPTG; HT115,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",15.4,shc-1,ok198,10.8,daf-16,RNAi,10.1,10.1,"Animals treated with daf-16(RNAi) indeed lived as long as shc-1 mutants, and daf-16(RNAi) did not further reduce shc-1-shortened life span.",6239
18832074,25,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",,shc-1,ok198,,fer-15,b26,14,10.5,,6239
18832074,25,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",,daf-16,mgDf50,,fer-15,b26,14,10.1,,6239
18832074,25,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",,daf-16;fer-15,mgDf50; b26,10.1,shc-1,ok198,,10.2,daf-16(mgDf50) increased the short life span of shc-1 mutants. These experiments were performed in an fer-15 mutant background to prevent progeny.,6239
18832074,23,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",14.4,shc-1,ok198,8.8,daf-16,OE,15.8,11.1,"Overexpression of daf-16 extended the life span of shc-1 mutant animals. However, the animals carrying integrated daf-16::gfp did not live as long as wild-type animals, suggesting that either daf-16::gfp on its own results in a phenotype or SHC-1 may have additional effects on other lifespan-promoting factors that have to be identified.",6239
18832074,23,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",14.2,shc-1,ok198,8.4,age-1,hx546,17.6,17.5,age-1(hx546) completely suppressed the shortened life span of shc-1(ok198) as the double mutants had a mean life span similar to that of the long-lived age-1 mutants. This indicates that age-1 is epistatic to shc-1 and positions age-1 downstream from shc-1.,6239
18832074,23,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",14.3,shc-1,ok198,10.6,daf-2,e1368,25.3,20.2,The short life span of shc-1(ok198) was greatly increased by daf-2(e1368).,6239
18832074,25,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",,fer-15,b26,13,shc-1,ok198,,10.7,,6239
18832074,25,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",,fer-15,b26,13,daf-2,e1370,,31.8,,6239
18832074,25,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",,fer-15; shc-1,b26; ok198,10.7,daf-2,e1370,,27.2,"At 25°C, daf-2(e1370) significantly extended the shortened lifespan of shc-1(ok198).",6239
18832074,23,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",14.2,shc-1,ok198,8.4,jnk-1,gk7,11.6,10.9,"The jnk-1(gk7) mutant animals showed a shorter life span compared with wild type, and knockdown of jnk-1 did not further decrease the life span of short-lived shc-1 animals. The shc-1;jnk-1 double mutant displayed a mean life span similar to jnk-1(gk7)",6239
18832074,23,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",,shc-1,ok198,8.4,jnk-1,OE,14.5,12.5,"Expression of an additional, genomically inserted copy of jnk-1 in the shc-1(ok198) mutant significantly increased life span.",6239
18832074,23,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",12,shc-1,ok198,9.5,jkk-1,km2,9.5,8.1,"The jkk-1(km2)-null mutants have a short life span compared with wild type, and jkk-1 further reduced the already short life span of shc-1(ok198). The shc-1;jkk-1 double mutant displayed a shorter life span than each single mutant.",6239
18832074,23,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",12.7,shc-1,ok198,8.6,jkk-1,OE,12.5,10.4,Transgenic expression of jkk-1 modestly extended the short life span of the shc-1 mutant. These data suggest an additive effect of shc-1 and jkk-1 on life-span regulation.,6239
18832074,23,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",12.7,shc-1,ok198,8.6,mek-1,ks54,8.4,8.7,shc-1;mek-1 double mutant had a short life span that was indistinguishable from that of each single mutant.,6239
18832074,23,NGM,"All assays were performed at 23°C, unless otherwise noted. Synchronized worms were raised at 15°C to the L4 larval stage, then transferred to fresh plates and shifted to 23°C. The late L4 larval stage was counted as day 0. Fertile strains were transferred every other day to fresh plates until progeny production ceased. Animals were examined every day for touch-provoked movement until death. Animals that crawled off the plate, displayed extruded internal organs, or displayed an Egl phenotype were censored. All life-span assays were repeated at least three times.",14.5,shc-1,ok198,9.9,mek-1,OE,14.9,14.9,Overexpression of mek-1 had completely suppressed the reduced life span of the shc-1mutant.,6239
20624915,25,NGM,"All strains were maintained at 20°C on nematode growth medium. Fourth larval stage animals or young adults were picked to RNAi plates containing 5'-fluoro-2'-de-oxyuridine (Sigma) to prevent the growth of progeny. Worms were tapped every 2-4 days and were scored as dead when they did not move after repeated taps with a pick. After scoring, they were transferred to new plates. The glp-4(bn2ts) strain was cultured at 25°C from the egg stage to prevent germ line development.",10,glp-4,bn2ts,11.97,mpk-1,RNAi,8.1,9.3,"RNAi inactivation of mpk-1 shortened the life span of germ line-defective glp-4(bn2ts) worms, indicating that the MPK-1 cascade functions to extend life span in C. elegans, independently of its role in germ line development.",6239
20624915,20,NGM,"All strains were maintained at 20°C on nematode growth medium. Fourth larval stage animals or young adults were picked to RNAi plates containing 5'-fluoro-2'-de-oxyuridine (Sigma) to prevent the growth of progeny. Worms were tapped every 2-4 days and were scored as dead when they did not move after repeated taps with a pick. After scoring, they were transferred to new plates.",,daf-16,mgDf50,11.9,mpk-1,RNAi,,11.4,RNAi of mpk-1 gene did not significantly reduce life span in daf-16(mgDf50).,6239
20624915,20,NGM,"All strains were maintained at 20°C on nematode growth medium. Fourth larval stage animals or young adults were picked to RNAi plates containing 5'-fluoro-2'-de-oxyuridine (Sigma) to prevent the growth of progeny. Worms were tapped every 2-4 days and were scored as dead when they did not move after repeated taps with a pick. After scoring, they were transferred to new plates.",,skn-1,zu67,13.18,mpk-1,RNAi,,12.04,"In skn-1(zu67) worms, RNAi of mpk-1 did not cause significant life span reduction. Therefore, SKN-1 is required for MPK-1 to regulate life span.",6239
20624915,20,NGM,"All strains were maintained at 20°C on nematode growth medium. Fourth larval stage animals or young adults were picked to RNAi plates containing 5'-fluoro-2'-de-oxyuridine (Sigma) to prevent the growth of progeny. Worms were tapped every 2-4 days and were scored as dead when they did not move after repeated taps with a pick. After scoring, they were transferred to new plates.",,skn-1,zu135,16.36,mpk-1,RNAi,,16.36,"In skn-1(zu135) worms, RNAi of mpk-1 did not cause significant life span reduction. Therefore, SKN-1 is required for MPK-1 to regulate life span.",6239
20624915,20,NGM,"All strains were maintained at 20°C on nematode growth medium. Fourth larval stage animals or young adults were picked to RNAi plates containing 5'-fluoro-2'-de-oxyuridine (Sigma) to prevent the growth of progeny. Worms were tapped every 2-4 days and were scored as dead when they did not move after repeated taps with a pick. After scoring, they were transferred to new plates.",22.57,daf-16,mgDf50,11.14,skn-1,RNAi,16.85,11.14,"RNAi of skn-1, which targeted skn-1a and -c isoforms, reduced the life span of N2 worms significantly (by about 20%), consistent with the shorter life span of skn-1 mutant worms. In contrast, the same skn-1 RNAi treatment failed to reduce the life span of daf-16(mgDf50) worms.",6239
20624915,20,NGM,"All strains were maintained at 20°C on nematode growth medium. Fourth larval stage animals or young adults were picked to RNAi plates containing 5'-fluoro-2'-de-oxyuridine (Sigma) to prevent the growth of progeny. Worms were tapped every 2-4 days and were scored as dead when they did not move after repeated taps with a pick. After scoring, they were transferred to new plates.",,skn-1,zu67,13.26,daf-16,RNAi,,11.73,RNAi of daf-16 significantly reduced the life span of skn-1(zu67) worms. These data suggest that DAF-16 is required for SKN-1 to extend life span.,6239
20624915,20,NGM,"All strains were maintained at 20°C on nematode growth medium. Fourth larval stage animals or young adults were picked to RNAi plates containing 5'-fluoro-2'-de-oxyuridine (Sigma) to prevent the growth of progeny. Worms were tapped every 2-4 days and were scored as dead when they did not move after repeated taps with a pick. After scoring, they were transferred to new plates.",,daf-2,e1370,41.33,mpk-1,RNAi,,40.66,The RNAi of mpk-1 did not reduce the life span of daf-2(e1370) worms.,6239
20624915,20,NGM,"All strains were maintained at 20°C on nematode growth medium. Fourth larval stage animals or young adults were picked to RNAi plates containing 5'-fluoro-2'-de-oxyuridine (Sigma) to prevent the growth of progeny. Worms were tapped every 2-4 days and were scored as dead when they did not move after repeated taps with a pick. After scoring, they were transferred to new plates.",,daf-2,e1370,41.33,skn-1,RNAi,,44.66,The RNAi of skn-1 did not reduce the life span of daf-2(e1370) worms.,6239
20624915,20,NGM,"All strains were maintained at 20°C on nematode growth medium. Fourth larval stage animals or young adults were picked to RNAi plates containing 5'-fluoro-2'-de-oxyuridine (Sigma) to prevent the growth of progeny. Worms were tapped every 2-4 days and were scored as dead when they did not move after repeated taps with a pick. After scoring, they were transferred to new plates.",,daf-2,e1370,36.42,skn-1,zu67,,61.42,skn-1(zu67) did not suppress the long life span of daf-2(e1370) in daf-2(e1370);skn-1(zu67) double mutant.,6239
21909281,25,NGM; OP50,"All lifespan assays were performed at 25°C, on Nematode Growth Media (NGM) plates seeded with E.coli OP50 or RNAi bacteria. Plates that would be used for transferring worms throughout the lifespan assay were prepared by adding FUDR to OP50 culture to a final concentration of 50 ug/mL per plate, seeding 150 uL/plate, drying at room temperature, and storing at 4°C until use.",14.3,hcf-1,pk924,17.8,sir-2.1,ok434,13.3,17,sir-2.1(ok434) mutants exhibited lifespan similar to that of wild-type worms and always substantially shorter than that of hcf-1(pk924).,6239
21909281,25,NGM; OP50,"All lifespan assays were performed at 25°C, on Nematode Growth Media (NGM) plates seeded with E.coli OP50 or RNAi bacteria. Plates that would be used for transferring worms throughout the lifespan assay were prepared by adding FUDR to OP50 culture to a final concentration of 50 ug/mL per plate, seeding 150 uL/plate, drying at room temperature, and storing at 4°C until use.",14.3,hcf-1,pk924,17.8,daf-16,mgDf47,9.4,8.7,hcf-1(pk924) mutant worms displayed a mean lifespan >20% longer than that of wild type and the hcf-1(pk924) long-lived phenotype was fully suppressed by daf-16(mgDf47) mutation.,6239
21909281,25,NGM; OP50,"All lifespan assays were performed at 25°C, on Nematode Growth Media (NGM) plates seeded with E.coli OP50 or RNAi bacteria. Plates that would be used for transferring worms throughout the lifespan assay were prepared by adding FUDR to OP50 culture to a final concentration of 50 ug/mL per plate, seeding 150 uL/plate, drying at room temperature, and storing at 4°C until use.",13.9,hcf-1,pk924,17.5,sir-2.1,ok434,12.8,18,sir-2.1(ok434) mutants exhibited lifespan similar to that of wild-type worms and always substantially shorter than that of hcf-1(pk924).,6239
21909281,25,NGM; OP50,"All lifespan assays were performed at 25°C, on Nematode Growth Media (NGM) plates seeded with E.coli OP50 or RNAi bacteria. Plates that would be used for transferring worms throughout the lifespan assay were prepared by adding FUDR to OP50 culture to a final concentration of 50 ug/mL per plate, seeding 150 uL/plate, drying at room temperature, and storing at 4°C until use.",13.9,hcf-1,pk924,17.5,daf-16,mgDf47,9.2,8.6,hcf-1(pk924) mutant worms displayed a mean lifespan >20% longer than that of wild type and the hcf-1(pk924) long-lived phenotype was fully suppressed by daf-16(mgDf47) mutation.,6239
21909281,25,NGM; OP50,"All lifespan assays were performed at 25°C, on Nematode Growth Media (NGM) plates seeded with E.coli OP50 or RNAi bacteria. Plates that would be used for transferring worms throughout the lifespan assay were prepared by adding FUDR to OP50 culture to a final concentration of 50 ug/mL per plate, seeding 150 uL/plate, drying at room temperature, and storing at 4°C until use.",14.4,hcf-1,pk924,19.7,sir-2.1,ok434,15.6,20.6,sir-2.1(ok434) mutants exhibited lifespan similar to that of wild-type worms and always substantially shorter than that of hcf-1(pk924).,6239
21909281,25,NGM; OP50,"All lifespan assays were performed at 25°C, on Nematode Growth Media (NGM) plates seeded with E.coli OP50 or RNAi bacteria. Plates that would be used for transferring worms throughout the lifespan assay were prepared by adding FUDR to OP50 culture to a final concentration of 50 ug/mL per plate, seeding 150 uL/plate, drying at room temperature, and storing at 4°C until use.",14.4,hcf-1,pk924,19.7,sir-2.1,ok434,15.6,18.3,sir-2.1(ok434) mutants exhibited lifespan similar to that of wild-type worms and always substantially shorter than that of hcf-1(pk924).,6239
21909281,25,NGM; OP50,"All lifespan assays were performed at 25°C, on Nematode Growth Media (NGM) plates seeded with E.coli OP50 or RNAi bacteria. Plates that would be used for transferring worms throughout the lifespan assay were prepared by adding FUDR to OP50 culture to a final concentration of 50 ug/mL per plate, seeding 150 uL/plate, drying at room temperature, and storing at 4°C until use.",14.4,hcf-1,pk924,19.7,sir-2.1,ok434,15.6,21.2,sir-2.1(ok434) mutants exhibited lifespan similar to that of wild-type worms and always substantially shorter than that of hcf-1(pk924).,6239
21909281,25,NGM; OP50,"All lifespan assays were performed at 25°C, on Nematode Growth Media (NGM) plates seeded with E.coli OP50 or RNAi bacteria. Plates that would be used for transferring worms throughout the lifespan assay were prepared by adding FUDR to OP50 culture to a final concentration of 50 ug/mL per plate, seeding 150 uL/plate, drying at room temperature, and storing at 4°C until use.",14.4,hcf-1,pk924,19.7,sir-2.1,ok434,15.6,20.4,sir-2.1(ok434) mutants exhibited lifespan similar to that of wild-type worms and always substantially shorter than that of hcf-1(pk924).,6239
21909281,25,NGM; OP50,"All lifespan assays were performed at 25°C, on Nematode Growth Media (NGM) plates seeded with E.coli OP50 or RNAi bacteria. Plates that would be used for transferring worms throughout the lifespan assay were prepared by adding FUDR to OP50 culture to a final concentration of 50 ug/mL per plate, seeding 150 uL/plate, drying at room temperature, and storing at 4°C until use.",14.4,hcf-1,pk924,19.7,daf-16,mgDf47,9.1,8.9,hcf-1(pk924) mutant worms displayed a mean lifespan >20% longer than that of wild type and the hcf-1(pk924) long-lived phenotype was fully suppressed by daf-16(mgDf47) mutation.,6239
